Hugo_Symbol	Chromosome
FAM73A	chr1
FAM73B	chr9
FAM76B	chr11
FAM78B	chr1
FAM83C	chr20
FAM83D	chr20
FAM83F	chr22
FAM83H	chr8
FAM84B	chr8
FAM86B1	chr8
FAM89A	chr1
FAM90A1	chr12
FAM92B	chr16
FAM98B	chr15
FAM9B	chrX
FAN1	chr15
FANCB	chrX
FANCD2OS	chr3
FANCI	chr15
FANK1	chr10
FARSB	chr2
FASLG	chr1
FASTKD3	chr5
FBP1	chr9
FBXL2	chr3
FBXL4	chr6
FBXL8	chr16
FBXO17	chr19
FBXO18	chr10
FBXO28	chr1
FBXO3	chr11
FBXO30	chr6
FBXO40	chr3
FBXO42	chr1
FBXO8	chr4
FBXO9	chr6
FBXW10	chr17
FBXW2	chr9
FBXW5	chr9
FBXW8	chr12
FBXW9	chr19
FCER2	chr19
FCF1	chr14
FCGR2A	chr1
FCGR2B	chr1
FCGR3A	chr1
FCHO1	chr19
FCN1	chr9
FECH	chr18
FEM1B	chr15
FEM1C	chr5
FERD3L	chr7
FERMT1	chr20
FEZF1	chr7
FEZF2	chr3
FFAR2	chr19
FFAR4	chr10
FGF13	chrX
FGF14	chr13
FGF18	chr5
FGF19	chr11
FGF2	chr4
FGF4	chr11
FGF6	chr12
FGF8	chr10
FGFBP3	chr10
FGFRL1	chr4
FHL2	chr2
FIBP	chr11
FIGF	chrX
FIGNL1	chr7
FILIP1L	chr3
FIP1L1	chr4
FITM2	chr20
FIZ1	chr19
FKBP11	chr12
FKBP1B	chr2
FKBP5	chr6
FKSG48	chr1
FKSG63	chr16
FLI1	chr11
FLII	chr17
FLJ27365	chr22
FLYWCH1	chr16
FMNL1	chr17
FMNL3	chr12
FMO1	chr1
FMO2	chr1
FMO6P	chr1
FN3K	chr17
FNBP4	chr11
FNDC4	chr2
FNTA	chr8
FNTB	chr14
FOLR1	chr11
FOLR3	chr11
FOPNL	chr16
FOSB	chr19
FOSL2	chr2
FOXB2	chr9
FOXD3	chr1
FOXD4L1	chr2
FOXD4L3	chr9
FOXD4L5	chr9
FOXK2	chr17
FOXL1	chr16
FOXM1	chr12
FOXN3	chr14
FOXN4	chr12
FOXO3	chr6
FOXP4	chr6
FOXRED1	chr11
FPR2	chr19
FPR3	chr19
FRG1B	chr20
FRMD4B	chr3
FRMPD3	chrX
FRRS1L	chr9
FRZB	chr2
FSBP	chr8
FSCN2	chr17
FSHB	chr11
FST	chr5
FSTL1	chr3
FSTL4	chr5
FTH1	chr11
FTMT	chr5
FTSJ1	chrX
FTSJ3	chr17
FUCA2	chr6
FUT10	chr8
FUT11	chr10
FUT4	chr11
FUT7	chr9
FUT9	chr6
FXN	chr9
FXR2	chr17
FYTTD1	chr3
FZD10	chr12
FZD2	chr17
FZD3	chr8
FZD7	chr2
G3BP2	chr4
G6PC3	chr17
G6PD	chrX
GAA	chr17
GAB2	chr11
GABARAPL1	chr12
GABARAPL2	chr16
GABBR1	chr6
GABPB2	chr1
GABRD	chr1
GABRE	chrX
GABRG3	chr15
GADD45B	chr19
GADD45G	chr9
GAGE2B	chrX
GALNT12	chr9
GALNT15	chr3
GALNT16	chr14
GALNT7	chr4
GALR1	chr18
GALR3	chr22
GALT	chr9
GAMT	chr19
GAPDH	chr12
GAPT	chr5
GAREML	chr2
GARNL3	chr9
GARS	chr7
GAS8	chr16
GATA1	chrX
GATAD1	chr7
GATAD2A	chr19
GATS	chr7
GBAS	chr7
GBP1	chr1
GBP3	chr1
GBP7	chr1
GBX2	chr2
GCDH	chr19
GCG	chr2
GCHFR	chr15
GCLC	chr6
GCLM	chr1
GCM1	chr6
GCNT3	chr15
GCNT4	chr5
GCNT6	chr6
GCSAML	chr1
GDF11	chr12
GDF2	chr10
GDF9	chr5
GDNF	chr5
GDPD2	chrX
GFI1	chr1
GFOD2	chr16
GFRA2	chr8
GGA1	chr22
GGCT	chr7
GGH	chr8
GGNBP1	chr6
GGPS1	chr1
GGT6	chr17
GGTLC2	chr22
GH2	chr17
GHDC	chr17
GHITM	chr10
GID8	chr20
GIF	chr11
GIMAP1	chr7
GINS4	chr8
GIP	chr17
GIPC2	chr1
GIT2	chr12
GJA3	chr13
GJB4	chr1
GJB6	chr13
GJC1	chr17
GJC2	chr1
GJD2	chr15
GJE1	chr6
GK5	chr3
GLB1	chr3
GLB1L2	chr11
GLB1L3	chr11
GLDN	chr15
GLE1	chr9
GLI1	chr12
GLIPR1L2	chr12
GLIS1	chr1
GLIS3	chr9
GLP1R	chr6
GLP2R	chr17
GLRA2	chrX
GLRA4	chrX
GLRB	chr4
GLRX3	chr10
GLT1D1	chr12
GLT6D1	chr9
GLTPD1	chr1
GLUD2	chrX
GLUL	chr1
GLYATL1	chr11
GMEB1	chr1
GMFB	chr14
GMIP	chr19
GMPR2	chr14
GNA12	chr7
GNAT3	chr7
GNAZ	chr22
GNB2L1	chr5
GNB3	chr12
GNB4	chr3
GNB5	chr15
GNE	chr9
GNL2	chr1
GNPDA2	chr4
GNRH1	chr8
GNS	chr12
GOLGA1	chr9
GOLGA7B	chr10
GOPC	chr6
GOT1	chr10
GOT1L1	chr8
GP2	chr16
GPATCH11	chr2
GPATCH3	chr1
GPBP1	chr5
GPC2	chr7
GPCPD1	chr20
GPD1	chr12
GPD2	chr2
GPHA2	chr11
GPHN	chr14
GPM6A	chr4
GPN1	chr2
GPR1	chr2
GPR108	chr19
GPR113	chr2
GPR137B	chr1
GPR137C	chr14
GPR144	chr9
GPR157	chr1
GPR158	chr10
GPR171	chr3
GPR21	chr9
GPR25	chr1
GPR34	chrX
GPR37L1	chr1
GPR39	chr2
GPR56	chr16
GPR64	chrX
GPR75	chr2
GPR78	chr4
GPR82	chrX
GPR89A	chr1
GPR89B	chr1
GPRASP1	chrX
GPRC5A	chr12
GPRC5D	chr12
GPRIN1	chr5
GPS2	chr17
GPSM3	chr6
GPT2	chr16
GPX6	chr6
GRB2	chr17
GRIA1	chr5
GRIK5	chr19
GRIN1	chr9
GRIN2D	chr19
GRIP1	chr12
GRIPAP1	chrX
GRK1	chr13
GRK4	chr4
GRK5	chr10
GRK6	chr5
GRM6	chr5
GRSF1	chr4
GRXCR1	chr4
GSDMC	chr8
GSG1	chr12
GSG1L	chr16
GSK3A	chr19
GSR	chr8
GSS	chr20
GSTA1	chr6
GSTA2	chr6
GSTA3	chr6
GSTA4	chr6
GSTA5	chr6
GSTM3	chr1
GSX2	chr4
GTDC1	chr2
GTF2A1L	chr2
GTF2A2	chr15
GTF2B	chr1
GTF2F2	chr13
GTF2I	chr7
GTF2IRD1	chr7
GTF3C4	chr9
GTF3C5	chr9
GTF3C6	chr6
GTPBP2	chr6
GTPBP4	chr10
GUCD1	chr22
GUCY2D	chr17
GYG2	chrX
GYLTL1B	chr11
GYPA	chr4
GYPC	chr2
GYS2	chr12
GZMA	chr5
GZMH	chr14
H2AFY	chr5
H2AFY2	chr10
H2AFZ	chr4
H2BFM	chrX
H6PD	chr1
HABP4	chr9
HADHB	chr2
HAO2	chr1
HARS	chr5
HARS2	chr5
HAS2	chr8
HAS3	chr16
HAT1	chr2
HAUS1	chr18
HAUS2	chr15
HBA1	chr16
HBE1	chr11
HBEGF	chr5
HCCS	chrX
HCFC2	chr12
HCN2	chr19
HDAC1	chr1
HDAC4	chr2
HDAC5	chr17
HDAC8	chrX
HDGFRP3	chr15
HEATR4	chr14
HECTD2	chr10
HELB	chr12
HEMK1	chr3
HERPUD2	chr7
HESX1	chr3
HEXB	chr5
HEYL	chr1
HHAT	chr1
HHATL	chr3
HHEX	chr10
HIGD1C	chr12
HINFP	chr11
HIP1R	chr12
HIST1H1B	chr6
HIST1H1T	chr6
HIST1H2AA	chr6
HIST1H2AB	chr6
HIST1H2AG	chr6
HIST1H2AH	chr6
HIST1H2AI	chr6
HIST1H2BD	chr6
HIST1H2BG	chr6
HIST1H2BM	chr6
HIST1H3B	chr6
HIST1H3F	chr6
HIST1H3H	chr6
HIST1H4B	chr6
HIST1H4J	chr6
HIST1H4K	chr6
HIST2H2AB	chr1
HIST2H2BF	chr1
HIST2H3D	chr1
HIST2H3PS2	chr1
HKR1	chr19
HLA-C	chr6
HLA-DQB2	chr6
HLF	chr17
HLX	chr1
HMGB2	chr4
HMGB4	chr1
HMGN2	chr1
HMGN4	chr6
HNRNPA1L2	chr13
HNRNPA3	chr2
HNRNPDL	chr4
HNRNPF	chr10
HNRNPH2	chrX
HNRNPR	chr1
HNRNPUL2	chr11
HOMER2	chr15
HOMER3	chr19
HOOK1	chr1
HOOK2	chr19
HORMAD2	chr22
HOXA1	chr7
HOXA13	chr7
HOXB2	chr17
HOXB5	chr17
HOXC11	chr12
HOXC13	chr12
HOXC8	chr12
HOXD8	chr2
HPCAL4	chr1
HPD	chr12
HPGDS	chr4
HPR	chr16
HPS1	chr10
HPS4	chr22
HPSE	chr4
HRASLS	chr3
HRH4	chr18
HS3ST5	chr6
HS6ST2	chrX
HS6ST3	chr13
hsa-mir-1199	chr19
HSD17B14	chr19
HSD17B3	chr9
HSD17B6	chr12
HSD17B8	chr6
HSD3B1	chr1
HSF1	chr8
HSF2	chr6
HSF4	chr16
HSPA2	chr14
HSPA4L	chr4
HSPB11	chr1
HSPB7	chr1
HTATIP2	chr11
HTR1A	chr5
HTR1E	chr6
HTR1F	chr3
HTR2A	chr13
HTR5A	chr7
HTRA1	chr10
HTRA3	chr4
HUS1	chr7
HYAL1	chr3
HYAL4	chr7
HYKK	chr15
HYLS1	chr11
IAPP	chr12
IARS2	chr1
IBA57	chr1
IBSP	chr4
ICA1	chr7
ICA1L	chr2
ICAM1	chr19
ICOSLG	chr21
ID3	chr1
IDH1	chr2
IDH2	chr15
IDH3A	chr15
IDH3B	chr20
IDH3G	chrX
IFFO2	chr1
IFI27	chr14
IFI27L2	chr14
IFIH1	chr2
IFIT2	chr10
IFITM3	chr11
IFNAR1	chr21
IFNAR2	chr21
IFNB1	chr9
IFNE	chr9
IFNK	chr9
IFNL1	chr19
IFNL3	chr19
IFNLR1	chr1
IFNW1	chr9
IFT74	chr9
IFT88	chr13
IGF2BP1	chr17
IGFBP1	chr7
IGFBP3	chr7
IGFBP5	chr2
IGFL3	chr19
IGFL4	chr19
IGFLR1	chr19
IGJ	chr4
IGSF6	chr16
IGSF8	chr1
IGSF9	chr1
IK	chr5
IKZF5	chr10
IL10	chr1
IL10RB	chr21
IL12A	chr3
IL12RB1	chr19
IL17F	chr6
IL17RB	chr3
IL17RD	chr3
IL17REL	chr22
IL19	chr1
IL1F10	chr2
IL1R1	chr2
IL1RN	chr2
IL2	chr4
IL27RA	chr19
IL2RA	chr10
IL2RB	chr22
IL31	chr12
IL31RA	chr5
IL37	chr2
IL6R	chr1
IL9	chr5
ILF3	chr19
ILK	chr11
IMMP1L	chr11
IMP4	chr2
IMPA2	chr18
IMPACT	chr18
INA	chr10
INCA1	chr17
INHBA	chr7
INHBB	chr2
INHBC	chr12
INO80C	chr18
INPP5E	chr9
INPP5K	chr17
INSIG1	chr7
INSL6	chr9
INSM1	chr20
INSM2	chr14
INTS10	chr8
IP6K3	chr6
IPO4	chr14
IPP	chr1
IQCF2	chr3
IQCF5	chr3
IQCG	chr3
IQCH	chr15
IQCK	chr16
IQGAP1	chr15
IQGAP2	chr5
IRAK1	chrX
IRAK1BP1	chr6
IRAK4	chr12
IRF1	chr5
IRF3	chr19
IRF4	chr6
IRG1	chr13
IRGQ	chr19
ISG20	chr15
ISG20L2	chr1
ISLR	chr15
ISM2	chr14
ISPD	chr7
ISYNA1	chr19
ITCH	chr20
ITFG3	chr16
ITGA2B	chr17
ITGA5	chr12
ITGA9	chr3
ITGAV	chr2
ITGB1	chr10
ITGB1BP1	chr2
ITGB3BP	chr1
ITIH1	chr3
ITIH6	chrX
ITK	chr5
ITPA	chr20
ITPK1	chr14
ITPRIPL1	chr2
ITPRIPL2	chr16
IVNS1ABP	chr1
JAM3	chr11
JAZF1	chr7
JDP2	chr14
JMJD7-PLA2G4B	chr15
KANK2	chr19
KANSL1L	chr2
KARS	chr16
KATNA1	chr6
KATNAL2	chr18
KAZALD1	chr10
KAZN	chr1
KB-1980E6.3	chr8
KBTBD11	chr8
KBTBD2	chr7
KBTBD4	chr11
KBTBD6	chr13
KBTBD7	chr13
KCNA1	chr12
KCNA7	chr19
KCNAB2	chr1
KCNAB3	chr17
KCNB1	chr20
KCND1	chrX
KCNE3	chr11
KCNG4	chr16
KCNH3	chr12
KCNIP3	chr2
KCNJ14	chr19
KCNJ6	chr21
KCNJ9	chr1
KCNK10	chr14
KCNMB1	chr5
KCNMB4	chr12
KCNN1	chr19
KCNN4	chr19
KCNRG	chr13
KCNS3	chr2
KCTD1	chr18
KCTD11	chr17
KCTD12	chr13
KCTD13	chr16
KCTD16	chr5
KCTD21	chr11
KCTD9	chr8
KDELC1	chr13
KDELC2	chr11
KDELR2	chr7
KDM3B	chr5
KDM5D	chrY
KEL	chr7
KERA	chr12
KHDC3L	chr6
KHDRBS1	chr1
KHDRBS3	chr8
KHNYN	chr14
KIAA0020	chr9
KIAA0141	chr5
KIAA0319	chr6
KIAA0319L	chr1
KIAA0391	chr14
KIAA1147	chr7
KIAA1161	chr9
KIAA1191	chr5
KIAA1199	chr15
KIAA1279	chr10
KIAA1468	chr18
KIAA1522	chr1
KIAA1551	chr12
KIAA1737	chr14
KIAA1841	chr2
KIAA1875	chr8
KIAA1984	chr9
KIAA2013	chr1
KIF11	chr10
KIF14	chr1
KIF22	chr16
KIF23	chr15
KIF25	chr6
KIF2C	chr1
KIFAP3	chr1
KIR2DL3	chr19
KLF10	chr8
KLF14	chr7
KLF2	chr19
KLF3	chr4
KLF9	chr9
KLHDC3	chr6
KLHDC4	chr16
KLHDC8A	chr1
KLHDC9	chr1
KLHL12	chr1
KLHL17	chr1
KLHL20	chr1
KLHL22	chr22
KLHL26	chr19
KLHL32	chr6
KLHL5	chr4
KLHL7	chr7
KLHL9	chr9
KLK1	chr19
KLK10	chr19
KLK14	chr19
KLK15	chr19
KLK2	chr19
KLK3	chr19
KLK4	chr19
KLK9	chr19
KLLN	chr10
KLRC4	chr12
KLRG1	chr12
KLRG2	chr7
KPNA2	chr17
KPNA3	chr13
KRAS	chr12
KRBOX4	chrX
KREMEN1	chr22
KRT13	chr17
KRT16	chr17
KRT19	chr17
KRT2	chr12
KRT26	chr17
KRT27	chr17
KRT3	chr12
KRT31	chr17
KRT32	chr17
KRT4	chr12
KRT6B	chr12
KRT73	chr12
KRT74	chr12
KRT80	chr12
KRT81	chr12
KRT83	chr12
KRT84	chr12
KRTAP1-3	chr17
KRTAP10-11	chr21
KRTAP10-12	chr21
KRTAP12-4	chr21
KRTAP13-3	chr21
KRTAP19-2	chr21
KRTAP19-4	chr21
KRTAP2-3	chr17
KRTAP20-3	chr21
KRTAP20-4	chr21
KRTAP21-2	chr21
KRTAP22-2	chr21
KRTAP24-1	chr21
KRTAP29-1	chr17
KRTAP3-2	chr17
KRTAP4-11	chr17
KRTAP6-1	chr21
KRTAP6-2	chr21
KRTAP9-3	chr17
KRTCAP3	chr2
KRTDAP	chr19
KYNU	chr2
L2HGDH	chr14
LACE1	chr6
LACTBL1	chr1
LAG3	chr12
LAGE3	chrX
LAIR1	chr19
LALBA	chr12
LAMB2	chr3
LAMC1	chr1
LAMP2	chrX
LAMTOR1	chr11
LAP3	chr4
LAPTM4A	chr2
LAPTM5	chr1
LARP4B	chr10
LARS2	chr3
LASP1	chr17
LAT	chr16
LBH	chr2
LBX1	chr10
LCE1D	chr1
LCE2C	chr1
LCE5A	chr1
LCK	chr1
LCLAT1	chr2
LCN1	chr9
LCN15	chr9
LCN2	chr9
LCN8	chr9
LCN9	chr9
LCOR	chr10
LDHA	chr11
LDHAL6B	chr15
LDHB	chr12
LDLRAD3	chr11
LDLRAD4	chr18
LDLRAP1	chr1
LDOC1	chrX
LEF1	chr4
LEFTY2	chr1
LENG9	chr19
LEPRE1	chr1
LEPREL4	chr17
LEPROT	chr1
LETM2	chr8
LETMD1	chr12
LEUTX	chr19
LGALS14	chr19
LGALS4	chr19
LGI2	chr4
LGI3	chr8
LGMN	chr14
LHFPL2	chr5
LHFPL3	chr7
LHX1	chr17
LIAS	chr4
LILRA5	chr19
LILRB1	chr19
LIMD1	chr3
LIMS2	chr2
LIN28A	chr1
LIN7C	chr11
LINGO4	chr1
LIPE	chr19
LIPF	chr10
LIPM	chr10
LIPT2	chr11
LITAF	chr16
LIX1L	chr1
LLGL1	chr17
LMAN1	chr18
LMBRD2	chr5
LMF1	chr16
LMF2	chr22
LMNA	chr1
LMNB1	chr5
LMNB2	chr19
LMO3	chr12
LMOD2	chr7
LMX1B	chr9
LNX1	chr4
LOH12CR1	chr12
LPCAT2	chr16
LPO	chr17
LRAT	chr4
LRCH3	chr3
LRFN4	chr11
LRG1	chr19
LRGUK	chr7
LRIT2	chr10
LRP2BP	chr4
LRPAP1	chr4
LRRC10	chr12
LRRC17	chr7
LRRC2	chr3
LRRC20	chr10
LRRC25	chr19
LRRC3	chr21
LRRC3B	chr3
LRRC3C	chr17
LRRC4	chr7
LRRC40	chr1
LRRC42	chr1
LRRC47	chr1
LRRC56	chr11
LRRC61	chr7
LRRC69	chr8
LRRC8A	chr9
LRRC8D	chr1
LRRC9	chr14
LRRD1	chr7
LRRFIP2	chr3
LRRN2	chr1
LRTM1	chr3
LRTM2	chr12
LRWD1	chr7
LSM4	chr19
LSM6	chr4
LSMEM1	chr7
LST3	chr12
LTB4R	chr14
LTBR	chr12
LTK	chr15
LUC7L	chr16
LUC7L2	chr7
LUM	chr12
LURAP1L	chr9
LY6D	chr8
LY86	chr6
LY9	chr1
LY96	chr8
LYG2	chr2
LYPD6B	chr2
LYPLA2	chr1
LYRM5	chr12
LYRM9	chr17
LYVE1	chr11
LYZ	chr12
LZIC	chr1
LZTR1	chr22
LZTS3	chr20
M6PR	chr12
MAB21L2	chr4
MAB21L3	chr1
MACROD1	chr11
MAD2L1BP	chr6
MAEA	chr4
MAF	chr16
MAFF	chr22
MAFK	chr7
MAG	chr19
MAGEA6	chrX
MAGEA8	chrX
MAGEB10	chrX
MAGEB16	chrX
MAGEB18	chrX
MAGEB3	chrX
MAGEC2	chrX
MAGEL2	chr15
MAGIX	chrX
MAGT1	chrX
MAK	chr6
MAL	chr2
MAMDC4	chr9
MAMSTR	chr19
MANBA	chr4
MANBAL	chr20
MANEAL	chr1
MANSC1	chr12
MAP1LC3A	chr20
MAP1LC3B	chr16
MAP2K2	chr19
MAP2K4	chr17
MAP2K6	chr17
MAP3K7CL	chr21
MAP3K9	chr14
MAP4K2	chr11
MAP6	chr11
MAP7D2	chrX
MAP7D3	chrX
MAP9	chr4
MAPK1	chr22
MAPK13	chr6
MAPK14	chr6
MAPK15	chr8
MAPK4	chr18
MAPK8	chr10
MAPKAPK2	chr1
MAPRE2	chr18
MARC1	chr1
MARC2	chr1
MARCH3	chr5
MARCH4	chr2
MARCH5	chr10
MARCKSL1	chr1
MARK2	chr11
MARS2	chr2
MARVELD3	chr16
MAS1L	chr6
MAT1A	chr10
MAT2B	chr5
MATK	chr19
MATN3	chr2
MATN4	chr20
MAU2	chr19
MB	chr22
MBD2	chr18
MBD3	chr19
MBD3L1	chr19
MBD4	chr3
MBIP	chr14
MBNL3	chrX
MBOAT2	chr2
MBP	chr18
MC3R	chr20
MCCC2	chr5
MCM2	chr3
MCM5	chr22
MCOLN2	chr1
MCTS1	chrX
MCU	chr10
MDC1	chr6
MDFIC	chr7
MDGA1	chr6
MDH1B	chr2
MDK	chr11
MDM1	chr12
MDM2	chr12
MEAF6	chr1
MED11	chr17
MED14	chrX
MED18	chr1
MED25	chr19
MED28	chr4
MED4	chr13
MED6	chr14
MEDAG	chr13
MEGF9	chr9
MEI4	chr6
MEIOB	chr16
MEMO1	chr2
MERTK	chr2
METAP1D	chr2
METTL14	chr4
METTL20	chr12
METTL22	chr16
METTL4	chr18
METTL5	chr2
MEX3B	chr15
MFAP3	chr5
MFAP3L	chr4
MFAP4	chr17
MFHAS1	chr8
MFN2	chr1
MFNG	chr22
MFSD11	chr17
MFSD2B	chr2
MFSD7	chr4
MFSD8	chr4
MFSD9	chr2
MGARP	chr4
MGEA5	chr10
MGME1	chr20
MGP	chr12
MIA2	chr14
MICAL1	chr6
MICU2	chr13
MID2	chrX
MIDN	chr19
MINPP1	chr10
MIP	chr12
MIS12	chr17
MIS18BP1	chr14
MITF	chr3
MKL1	chr22
MKL2	chr16
MKNK1	chr1
MKRN1	chr7
MKRN2	chr3
MKX	chr10
MLF1	chr3
MLF1IP	chr4
MLKL	chr16
MLN	chr6
MLX	chr17
MLYCD	chr16
MMAB	chr12
MMD	chr17
MMD2	chr7
MMP1	chr11
MMP2	chr16
MMP24	chr20
MMP3	chr11
MMP8	chr11
MMS19	chr10
MNAT1	chr14
MND1	chr4
MNX1	chr7
MOB3A	chr19
MOB3C	chr1
MOB4	chr2
MOCS2	chr5
MOCS3	chr20
MOK	chr14
MORC2	chr22
MORN1	chr1
MORN4	chr10
MOS	chr8
MOSPD1	chrX
MOV10L1	chr22
MPDU1	chr17
MPG	chr16
MPLKIP	chr7
MPP7	chr10
MPPE1	chr18
MPV17	chr2
MPZL1	chr1
MRFAP1	chr4
MRGPRX2	chr11
MRI1	chr19
MRM1	chr17
MROH6	chr8
MRPL13	chr8
MRPL14	chr6
MRPL15	chr8
MRPL16	chr11
MRPL18	chr6
MRPL19	chr2
MRPL2	chr6
MRPL20	chr1
MRPL21	chr11
MRPL22	chr5
MRPL24	chr1
MRPL27	chr17
MRPL35	chr2
MRPL41	chr9
MRPL47	chr3
MRPL55	chr1
MRPS24	chr7
MRPS27	chr5
MRPS28	chr8
MRPS35	chr12
MRPS5	chr2
MRPS9	chr2
MRTO4	chr1
MS4A13	chr11
MS4A15	chr11
MS4A6A	chr11
MSANTD4	chr11
MSC	chr8
MSL1	chr17
MSL3	chrX
MSLN	chr16
MSMB	chr10
MST4	chrX
MTA2	chr11
MTA3	chr2
MTAP	chr9
MTBP	chr8
MTCH1	chr6
MTERF	chr7
MTFR1L	chr1
MTFR2	chr6
MTHFD1L	chr6
MTHFD2	chr2
MTHFD2L	chr4
MTL5	chr11
MTMR11	chr1
MTMR12	chr5
MTMR14	chr3
MTMR7	chr8
MTRF1L	chr6
MTX1	chr1
MTX2	chr2
MUCL1	chr12
MUL1	chr1
MUM1	chr19
MX1	chr21
MXRA8	chr1
MYBBP1A	chr17
MYBPHL	chr1
MYC	chr8
MYCL	chr1
MYEOV2	chr2
MYF6	chr12
MYL1	chr2
MYL12A	chr18
MYL12B	chr18
MYLIP	chr6
MYLK2	chr20
MYO1G	chr7
MYOM3	chr1
MYPOP	chr19
MYSM1	chr1
MZB1	chr5
MZF1	chr19
MZT2B	chr2
N4BP2L2	chr13
N4BP3	chr5
N6AMT1	chr21
NAA11	chr4
NAA50	chr3
NABP1	chr2
NACA	chr12
NACC1	chr19
NADK2	chr5
NAE1	chr16
NAIF1	chr9
NAMPTL	chr10
NANOGNB	chr12
NANS	chr9
NAP1L2	chrX
NAP1L4	chr11
NAP1L5	chr4
NAPA	chr19
NAPG	chr18
NARG2	chr15
NARS	chr18
NAT6	chr3
NBPF24	chr1
NCAPH2	chr22
NCDN	chr1
NCF4	chr22
NCK1	chr3
NCK2	chr2
NCLN	chr19
NCOA4	chr10
NCR2	chr6
NCR3LG1	chr11
NCS1	chr9
NDFIP2	chr13
NDP	chrX
NDRG3	chr20
NDST3	chr4
NDUFA5	chr7
NDUFA8	chr9
NDUFAF1	chr15
NDUFAF2	chr5
NDUFAF7	chr2
NDUFB2	chr7
NDUFB4	chr3
NDUFB9	chr8
NDUFS1	chr2
NDUFS3	chr11
NDUFS6	chr5
NDUFS7	chr19
NDUFV3	chr21
NEDD1	chr12
NEDD4L	chr18
NEIL2	chr8
NEK4	chr3
NEK6	chr9
NEK8	chr17
NET1	chr10
NETO2	chr16
NEU4	chr2
NEURL	chr10
NEUROD1	chr2
NEUROD2	chr17
NEUROG1	chr5
NEUROG2	chr4
NF2	chr22
NFATC1	chr18
NFATC2IP	chr16
NFE2	chr12
NFE2L1	chr17
NFIC	chr19
NFIL3	chr9
NFIX	chr19
NFKB2	chr10
NFKBIA	chr14
NFKBIL1	chr6
NFRKB	chr11
NFS1	chr20
NGEF	chr2
NGF	chr1
NHLRC2	chr10
NHSL2	chrX
NINJ1	chr9
NIP7	chr16
NIPA1	chr15
NIPAL2	chr8
NIPAL4	chr5
NIPSNAP1	chr22
NIPSNAP3A	chr9
NISCH	chr3
NKAIN1	chr1
NKAIN2	chr6
NKD2	chr5
NKG7	chr19
NKIRAS1	chr3
NKPD1	chr19
NKRF	chrX
NKX2-5	chr5
NKX2-6	chr8
NKX2-8	chr14
NKX6-2	chr10
NLGN3	chrX
NLRC4	chr2
NLRP10	chr11
NLRP11	chr19
NLRX1	chr11
NMD3	chr3
NME3	chr16
NMNAT1	chr1
NMNAT2	chr1
NMNAT3	chr3
NMU	chr4
NNAT	chr20
NOC2L	chr1
NOL11	chr17
NOL12	chr22
NOMO1	chr16
NOMO3	chr16
NONO	chrX
NOP58	chr2
NOP9	chr14
NOSIP	chr19
NOTCH4	chr6
NOTUM	chr17
NOVA2	chr19
NOX1	chrX
NOX3	chr6
NOX4	chr11
NOX5	chr15
NOXA1	chr9
NPAS2	chr2
NPB	chr17
NPBWR1	chr8
NPBWR2	chr20
NPHS2	chr1
NPIPA2	chr16
NPIPA3	chr16
NPIPB11	chr16
NPM1	chr5
NPNT	chr4
NPPB	chr1
NPR1	chr1
NPR2	chr9
NPR3	chr5
NPTX2	chr7
NPVF	chr7
NPY	chr7
NQO2	chr6
NR1D1	chr17
NR2E1	chr6
NR2F6	chr19
NR3C2	chr4
NR4A1	chr12
NR4A2	chr2
NR4A3	chr9
NR5A1	chr9
NR6A1	chr9
NREP	chr5
NRF1	chr7
NRIP2	chr12
NRN1	chr6
NRROS	chr3
NRSN1	chr6
NSF	chr17
NT5C3A	chr7
NT5DC3	chr12
NT5DC4	chr2
NTAN1	chr16
NTF4	chr19
NTHL1	chr16
NTN4	chr12
NTSR2	chr2
NUAK2	chr1
NUB1	chr7
NUBPL	chr14
NUCKS1	chr1
NUDT1	chr7
NUDT12	chr5
NUDT13	chr10
NUDT14	chr14
NUDT9	chr4
NUP35	chr2
NUP98	chr11
NUS1	chr6
NUTM2A	chr10
NUTM2F	chr9
NXF3	chrX
NXNL1	chr19
NXPE1	chr11
NXPE2	chr11
NXPE3	chr3
OARD1	chr6
OAT	chr10
OBP2A	chr9
OCIAD1	chr4
OCIAD2	chr4
OCRL	chrX
ODF3	chr11
ODF3L1	chr15
OGDH	chr7
OGFR	chr20
OGG1	chr3
OLAH	chr10
OLFM1	chr9
OLFM2	chr19
OLFML1	chr11
OLFML2B	chr1
OLIG2	chr21
OLR1	chr12
OMD	chr9
OPN1LW	chrX
OPRK1	chr8
OPTC	chr1
OPTN	chr10
OR10A2	chr11
OR10A5	chr11
OR10A6	chr11
OR10G6	chr11
OR10H2	chr19
OR10H3	chr19
OR10R2	chr1
OR10V1	chr11
OR11H4	chr14
OR13C4	chr9
OR13D1	chr9
OR13F1	chr9
OR13G1	chr1
OR14A2	chr1
OR14C36	chr1
OR14I1	chr1
OR14J1	chr6
OR1A1	chr17
OR1A2	chr17
OR1B1	chr9
OR1D2	chr17
OR1D5	chr17
OR1E2	chr17
OR1G1	chr17
OR1I1	chr19
OR1L1	chr9
OR1L3	chr9
OR1L6	chr9
OR1N2	chr9
OR2A1	chr7
OR2A12	chr7
OR2A14	chr7
OR2AP1	chr12
OR2AT4	chr11
OR2B11	chr1
OR2F1	chr7
OR2J1	chr6
OR2M2	chr1
OR2T6	chr1
OR2T8	chr1
